occurrence_class,ledger_id,path,line,blob,old_text,disposition,replacement_key,frozen_by_022,edit_in_place
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,137,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `UNRESOLVED_IMAGE` | TSVD | 0.0 | 2.06 | 0.167 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,142,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `TOTAL_FLUX` | RIDGE_IDENTITY | 0.0 | 1.25 | 0.118 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,143,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `TOTAL_FLUX` | TSVD | 0.0 | 1.50 | 0.111 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,144,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.0 | 7.18 | 0.285 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,145,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | TSVD | 0.0 | 0.76 | 0.049 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,32,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `TOTAL_FLUX` | RIDGE_IDENTITY | 100 | -0.028 | -0.070 | no | -0.029 | -0.071 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,33,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `TOTAL_FLUX` | TSVD | 100 | +0.037 | -0.000 | no | +0.038 | -0.007 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,34,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 100 | +0.000 | +0.000 | no | +0.000 | +0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,35,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | TSVD | 100 | +0.030 | -0.041 | no | +0.014 | -0.057 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,43,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `TOTAL_FLUX` | RIDGE_IDENTITY | 100 | +0.003 | -0.068 | no | -0.004 | -0.078 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,44,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `TOTAL_FLUX` | TSVD | 100 | +0.054 | +0.026 | **yes** | +0.052 | +0.030 | **yes** |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,45,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 100 | +0.000 | -0.000 | no | +0.000 | -0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,46,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `UNRESOLVED_IMAGE` | TSVD | 100 | +0.000 | -0.000 | no | +0.000 | -0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,69,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `TOTAL_FLUX` | 0.7848 | 0.5147 | 0.6764 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,70,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `UNRESOLVED_IMAGE` | 0.8171 | 0.4786 | 0.8136 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,73,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `TOTAL_FLUX` | 0.7403 | 0.5177 | 0.7283 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,74,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | 0.7397 | 0.3999 | 0.7336 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,83,cfa9a8eb343c151b88111813184ef59dd1dda27e,"amplitude scores well for free. `TOTAL_FLUX` -- a single number per time, with",RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,102,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `TOTAL_FLUX` | 1.451 | 1.449 | better |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,103,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | 1.451 | 1.720 | worse |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,105,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `TOTAL_FLUX` | 1.493 | 1.479 | better |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,106,cfa9a8eb343c151b88111813184ef59dd1dda27e,| `L448_contrast` | `UNRESOLVED_IMAGE` | 1.493 | 1.495 | worse |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,125,cfa9a8eb343c151b88111813184ef59dd1dda27e,"`UNRESOLVED_IMAGE` does not reach improvement in either class, so the benefit",ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
ATTRIBUTION_UNRESOLVED_IMAGE,C05a/C10,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,126,cfa9a8eb343c151b88111813184ef59dd1dda27e,is attributable to resolving the orders rather than to the extra photons an,PHYSICAL_INTERPRETATION_WITHDRAWN,attribution,False,NO_OVERLAY_ONLY
ATTRIBUTION_UNRESOLVED_IMAGE,C05a/C10,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,127,cfa9a8eb343c151b88111813184ef59dd1dda27e,unresolved second image also carries. `TOTAL_FLUX` is negative or,PHYSICAL_INTERPRETATION_WITHDRAWN,attribution,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_RESOLUTION_AWARE_MORPHOLOGY.md,127,cfa9a8eb343c151b88111813184ef59dd1dda27e,unresolved second image also carries. `TOTAL_FLUX` is negative or,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,143,48f472bb4ca7efb811f881542f368d1cea2ab942,| regime | DIRECT | RESOLVED | UNRESOLVED | TOTAL_FLUX |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,203,48f472bb4ca7efb811f881542f368d1cea2ab942,| IN_CLASS_ID | TOTAL_FLUX | 0.426 | 0.5535 | 1.721 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,204,48f472bb4ca7efb811f881542f368d1cea2ab942,| IN_CLASS_ID | UNRESOLVED_IMAGE | 0.5037 | 0.5794 | 1.334 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,207,48f472bb4ca7efb811f881542f368d1cea2ab942,| IN_CLASS_OOD | TOTAL_FLUX | 0.3823 | 0.3862 | 21.81 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,208,48f472bb4ca7efb811f881542f368d1cea2ab942,| IN_CLASS_OOD | UNRESOLVED_IMAGE | 0.5132 | 0.5164 | 20.36 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,211,48f472bb4ca7efb811f881542f368d1cea2ab942,| OFF_GRID_ID | TOTAL_FLUX | 0.4084 | 0.4323 | 3.037 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,212,48f472bb4ca7efb811f881542f368d1cea2ab942,| OFF_GRID_ID | UNRESOLVED_IMAGE | 0.5181 | 0.5353 | 2.767 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,215,48f472bb4ca7efb811f881542f368d1cea2ab942,| OFF_GRID_OOD | TOTAL_FLUX | 0.3813 | 0.3815 | 22.23 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,216,48f472bb4ca7efb811f881542f368d1cea2ab942,| OFF_GRID_OOD | UNRESOLVED_IMAGE | 0.5184 | 0.5188 | 21.45 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,232,48f472bb4ca7efb811f881542f368d1cea2ab942,| TOTAL_FLUX | LINEAR_STATE_SPACE | 14 | 0.7061 | 103.1 | 44.77 | 92.83 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,233,48f472bb4ca7efb811f881542f368d1cea2ab942,| TOTAL_FLUX | RIDGE_IDENTITY | 14 | 0.3563 | 2.034 | 1.589 | 1.328 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,234,48f472bb4ca7efb811f881542f368d1cea2ab942,| TOTAL_FLUX | TIKHONOV_TEMPORAL | 14 | 1.711e+05 | 3.399e+09 | 1.25e+09 | 3.161e+09 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,235,48f472bb4ca7efb811f881542f368d1cea2ab942,| TOTAL_FLUX | TSVD | 14 | 0.6285 | 2.035 | 1.69 | 1.354 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0C_REPAIRED_VALIDATION.md,236,48f472bb4ca7efb811f881542f368d1cea2ab942,| TOTAL_FLUX | WIENER_GAUSSIAN | 14 | 0.2724 | 2.324 | 1.958 | 1.283 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,237,48f472bb4ca7efb811f881542f368d1cea2ab942,| UNRESOLVED_IMAGE | LINEAR_STATE_SPACE | 183 | 2.69 | 5.679 | 1.097 | 6.201 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,238,48f472bb4ca7efb811f881542f368d1cea2ab942,| UNRESOLVED_IMAGE | RIDGE_IDENTITY | 183 | 0.9201 | 1.181 | 0.6408 | 1.357 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,239,48f472bb4ca7efb811f881542f368d1cea2ab942,| UNRESOLVED_IMAGE | TIKHONOV_TEMPORAL | 183 | 1.396 | 5.113 | 0.5088 | 5.285 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,240,48f472bb4ca7efb811f881542f368d1cea2ab942,| UNRESOLVED_IMAGE | TSVD | 183 | 1.127 | 1.181 | 0.8148 | 1.418 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0C_REPAIRED_VALIDATION.md,241,48f472bb4ca7efb811f881542f368d1cea2ab942,| UNRESOLVED_IMAGE | WIENER_GAUSSIAN | 183 | 1.242 | 0.7048 | 1.131 | 0.8704 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,150,af881c7b44017d6359d0a6b64d834a09826bf436,| SNR_0 | DIRECT | RESOLVED | UNRESOLVED | TOTAL_FLUX | resolved - direct | best estimator |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,230,af881c7b44017d6359d0a6b64d834a09826bf436,| SNR_0 | DIRECT | RESOLVED | UNRESOLVED | TOTAL_FLUX | resolved - direct |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,255,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | WIENER_GAUSSIAN | 0 | 120 | 120 | 0.9922 | 0 | 120 | 120 | 1 | True | 0 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,256,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | WIENER_GAUSSIAN | 0 | 120 | 120 | 1 | 0 | 120 | 120 | 1 | True | 0 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,289,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 0.6398 | 0.7956 | 1.659 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,290,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 0.2562 | 0.3196 | 1.044 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,306,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | LINEAR_STATE_SPACE | 1.338 | 99.1 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,307,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | RIDGE_IDENTITY | 0.4314 | 1.95 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,308,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | TIKHONOV_TEMPORAL | 2.736e+05 | 3.341e+09 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,309,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | TSVD | 0.4591 | 1.921 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,310,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | WIENER_GAUSSIAN | 0.2781 | 2.304 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,311,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | LINEAR_STATE_SPACE | 4.069 | 4.551 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,312,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | RIDGE_IDENTITY | 0.8712 | 0.8905 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,313,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | TIKHONOV_TEMPORAL | 3.799 | 4.331 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,314,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | TSVD | 0.939 | 0.8693 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,315,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | WIENER_GAUSSIAN | 1.402 | 0.4981 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,342,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | LINEAR_STATE_SPACE | 0.02341 | 1 | 0 | 224 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,343,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | WIENER_GAUSSIAN | 6.548 | 7.438e-32 | 0 | 224 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,344,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | LINEAR_STATE_SPACE | 0.01649 | 1 | 0 | 224 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,345,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | WIENER_GAUSSIAN | 5.798 | 2.407e-13 | 0 | 224 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,380,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 0.25 | 0.5497 | 0.5456 | -0.004182 | 0.04397 | 40 | 0 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,381,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 0.50 | 0.5987 | 0.5916 | -0.007154 | 0.04332 | 40 | 0 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,382,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 1.00 | 0.6915 | 0.6938 | 0.002385 | 0.04083 | 40 | 3 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,383,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 2.00 | 0.8413 | 0.8435 | 0.002112 | 0.03229 | 40 | 1 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,384,af881c7b44017d6359d0a6b64d834a09826bf436,| TOTAL_FLUX | 4.00 | 0.9772 | 0.9772 | -3.774e-06 | 0.01318 | 40 | 0 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,385,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 0.25 | 0.5497 | 0.5439 | -0.005793 | 0.04397 | 40 | 0 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,386,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 0.50 | 0.5987 | 0.5937 | -0.005005 | 0.04332 | 40 | 0 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,387,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 1.00 | 0.6915 | 0.6896 | -0.001863 | 0.04083 | 40 | 1 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,388,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 2.00 | 0.8413 | 0.8416 | 0.000208 | 0.03229 | 40 | 0 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/R0_CANARY_RECONSTRUCTION_PILOT.md,389,af881c7b44017d6359d0a6b64d834a09826bf436,| UNRESOLVED_IMAGE | 4.00 | 0.9772 | 0.9777 | 0.0004357 | 0.01318 | 40 | 0 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/R1L_STAGE1_OPERATOR_AUDIT.md,82,e4f0138e084a08b376d818f858a5638933abf9bb,dominant here: `SPATIAL_ONLY` matches the direct image at operational rank 0 and,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/R1L_STAGE1_OPERATOR_AUDIT.md,83,e4f0138e084a08b376d818f858a5638933abf9bb,`DELAY_ONLY` exceeds the full resolved stack. Those two arms are specific,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
